,popularity
55684,56
121567,36
20031,1
27401,31
72587,0
148732,22
39040,77
14078,72
36635,3
103494,27
127893,0
118137,28
149891,22
47725,38
13374,52
10075,73
117140,29
26476,14
41909,2
38670,70
48800,37
147866,15
159982,0
59318,0
99414,26
32271,43
70503,37
52358,38
71671,42
136101,48
150232,30
136092,27
171011,44
67994,39
39390,78
23121,0
95196,0
113287,1
87328,35
7623,39
66620,34
134243,25
66719,36
130189,8
114649,14
56164,59
26226,18
68957,36
32486,52
102085,31
116200,24
141416,0
108997,0
112982,0
61921,0
18498,76
167497,33
72543,0
87500,45
86963,50
105290,45
64163,20
106106,38
88786,37
108896,54
38499,10
108682,55
37592,60
41545,1
169351,31
69362,35
64039,22
130061,5
19716,81
107012,52
88995,41
137346,38
54048,57
43431,1
109174,56
172489,60
48931,37
137389,31
32625,56
165846,26
75217,0
51773,38
166943,26
126579,69
56376,56
18364,78
39679,0
50931,43
129496,0
85055,26
164274,23
24400,0
123242,3
133081,25
86678,40
48569,37
59169,1
54119,44
102344,27
2448,0
2392,1
119407,34
65678,25
80587,2
155765,0
18649,11
111424,0
34270,55
171953,10
90055,0
134211,33
100915,23
99995,27
50407,41
2130,0
155937,48
28049,32
68186,44
155111,4
167579,36
92786,64
76327,3
112462,0
1027,0
148885,21
139141,51
57363,17
97071,0
143688,0
120559,32
57576,68
114642,11
112883,0
138946,1
155694,0
139678,0
45317,18
65448,44
131672,20
36463,8
173604,1
83973,33
151729,56
51800,44
61828,0
80319,0
169398,35
122369,36
145658,0
155149,0
42834,0
130124,5
69264,45
151319,29
157939,66
77105,0
55850,64
125432,0
7698,57
28275,33
165541,27
84566,33
138215,35
38387,8
22110,0
56497,0
134764,28
136011,24
130846,10
128496,0
9081,39
48161,39
40652,0
72187,56
25965,12
68222,30
3472,19
141548,0
5803,13
132266,17
3971,3
119469,24
29352,43
2841,3
100829,27
132704,21
64034,21
70652,33
32986,49
112208,0
107375,0
17840,63
152415,35
106977,0
144205,0
92848,62
121224,38
9131,25
142650,0
14067,81
24179,0
85313,34
119129,30
25165,13
132836,27
30360,46
19390,74
33972,61
164275,18
13765,53
135818,26
80993,8
67927,39
153943,37
70395,40
25995,8
24167,3
101249,27
70319,43
26778,31
164162,22
163346,18
121995,38
116068,25
90323,53
158377,64
13640,51
54462,62
139308,0
39523,19
44636,4
101910,28
49543,43
119030,29
65968,33
103503,26
146310,7
146885,10
59939,0
33013,42
20091,0
56285,1
101714,33
135325,27
133800,26
152207,31
57137,10
156356,50
122665,44
137847,33
2449,0
108278,54
91887,0
33833,59
79231,0
28078,35
118737,26
149995,38
41785,0
64884,22
158864,0
56281,0
73771,0
20352,1
114818,16
96983,0
163653,26
93540,75
173532,7
99131,22
9497,62
35041,51
172603,52
109081,0
391,0
163964,20
45112,12
74909,0
138557,48
142272,0
32738,45
83423,27
75268,57
105110,38
166773,28
40288,0
57330,63
67974,38
94866,0
20846,0
47104,28
6696,41
43738,0
60971,0
77198,0
75666,72
50871,43
106907,39
4385,0
53291,43
81646,20
47428,32
150097,35
172548,4
120513,31
153694,30
10082,67
148291,21
37191,0
126214,4
46636,17
70715,39
79920,1
88779,43
89252,42
84828,24
117558,24
349,0
169515,35
91461,0
121700,35
128154,0
106985,0
88457,45
123744,52
168533,28
86240,28
123631,50
137273,28
166175,43
75536,69
73376,1
165579,28
137010,63
142468,0
171178,0
124404,49
91845,7
157948,3
151797,24
31875,37
93233,11
74939,0
22252,0
88125,37
9801,56
82526,19
76459,22
59206,0
120628,41
168706,31
127715,0
102706,24
113804,9
6270,31
21699,0
43811,0
62062,0
130043,5
151218,30
104796,38
2760,0
125269,59
2375,0
43138,0
49517,40
92721,0
56703,2
31583,44
122902,40
35803,49
107346,48
116735,22
90562,60
87452,36
157320,0
57004,61
55599,0
129919,1
17774,63
121244,33
135081,31
70570,39
167636,28
33191,55
136840,34
81421,13
23732,0
79708,0
114865,13
169713,34
163069,18
133948,33
147832,18
169106,31
43222,0
13924,56
146458,13
79106,0
159791,0
95241,0
7881,56
79593,0
157671,58
91339,0
125840,0
92487,0
38928,72
131554,15
26896,29
72105,45
151055,38
81879,16
166929,42
17649,6
65724,39
74656,53
85118,38
130468,14
51259,46
71874,45
24792,0
12283,60
112330,0
142374,0
3073,35
148991,39
67810,33
154362,38
92216,55
12908,58
16363,59
7284,58
37563,0
158142,0
52821,40
170902,49
56554,63
164056,23
22032,0
54426,52
95513,0
75736,73
58980,0
105298,37
57979,17
125156,0
95722,0
147925,18
21410,1
117630,23
166171,30
59064,0
108586,51
139908,52
361,0
74979,0
40589,0
45558,20
48233,34
131230,13
31243,41
87325,55
68573,35
52917,41
3561,4
82345,25
127414,0
164746,32
22379,0
116065,23
127764,0
166353,26
92537,0
83513,40
75900,70
116967,23
27433,25
93118,65
77467,0
67193,34
24542,2
171068,0
172982,0
167910,28
58276,85
82420,28
168888,34
68593,46
134319,23
8931,63
82222,17
159768,0
27165,34
67074,34
155992,0
98865,18
6054,11
86614,41
154939,40
369,0
120256,28
101078,31
64974,23
106648,51
172568,0
104910,38
128205,0
17316,76
12184,48
53043,41
152808,31
6921,37
123328,47
171585,43
150156,29
119253,26
134361,30
144787,0
97567,14
155141,0
6491,33
30777,41
82748,23
115909,28
160029,2
82235,20
23333,3
69845,32
75366,58
77345,0
116840,22
19027,11
35522,60
104039,43
1472,29
114905,14
98570,14
72318,44
133339,23
35958,55
3109,18
117617,23
82938,28
128229,0
99665,29
3579,4
151133,26
13618,50
78028,2
130347,11
119827,39
77728,0
105368,36
54320,61
21594,0
53564,46
124732,0
55215,57
1416,0
79238,0
40420,0
34135,55
15753,58
172618,0
138109,37
19040,74
9325,54
129757,3
166232,20
125479,54
15850,55
74506,63
52074,47
140122,0
77645,0
114613,12
145922,0
171056,0
115511,17
152101,44
5153,3
68777,43
158877,0
30629,43
117056,27
21004,0
119489,25
94345,2
60036,0
150805,29
17301,27
145695,0
71472,41
138952,0
122272,34
35375,12
50976,46
145754,3
112267,0
31744,44
128433,0
115170,25
62930,0
100150,30
159144,0
65616,31
154320,47
37842,69
110835,0
72362,49
17612,67
42817,0
8082,52
136103,30
150221,23
26426,21
45338,12
560,5
38792,71
114662,11
82908,23
56026,61
36309,10
88608,35
58099,15
110009,15
7297,57
60763,0
6120,20
113794,9
48327,37
86565,35
107010,56
25026,0
75583,14
84474,32
150251,20
5860,15
28499,42
124521,53
5180,3
133203,27
5567,12
26721,26
151555,40
29338,44
50681,52
115380,19
85138,33
77149,0
60823,0
147806,34
82652,19
107081,0
111245,0
110557,0
136688,33
168141,33
33838,62
135251,27
119276,33
137648,39
137974,38
107840,57
124053,57
170024,0
123944,0
22148,5
31814,49
27360,30
77545,0
73831,6
150671,24
23041,0
133562,30
1480,19
168779,32
135482,22
36747,10
128926,5
114947,11
45550,21
69139,39
4107,10
127856,0
170617,51
97791,15
43945,0
78777,0
170246,0
89736,40
76293,19
79845,0
73408,6
131831,11
160575,0
42930,0
114762,9
6059,12
41898,1
17815,7
21260,0
20123,10
105166,47
107936,50
164630,24
37686,68
115459,14
83416,25
111328,0
54658,57
31506,36
114223,8
32560,47
67188,46
103835,31
20775,0
64260,23
45233,11
145488,0
113315,0
105941,38
71436,51
75309,4
104431,38
40253,0
164804,24
166208,25
124377,0
72697,8
54861,0
163682,19
168917,54
122837,64
128257,0
70105,44
93132,65
22341,3
4124,10
104514,34
162572,14
65058,23
99858,30
94943,0
160975,0
25488,8
142192,0
117206,31
68817,30
89098,46
145553,0
121165,43
72862,59
42569,0
43321,1
111213,0
10649,49
97393,7
95878,0
99725,25
39386,81
74699,0
151747,28
647,0
131364,13
13289,67
110792,0
172000,0
159535,0
125464,0
93383,10
49624,42
140996,0
152865,47
164835,18
11572,53
146996,8
142532,0
44752,29
57305,5
92853,4
145214,0
12047,55
107786,55
64066,15
24162,0
50888,39
133143,23
165220,25
26947,38
59863,2
154412,33
105927,40
109493,5
169985,35
35313,55
126325,73
43696,0
58898,0
98258,15
104949,36
106944,48
93320,69
39098,81
147879,15
69045,38
13711,54
47959,34
22049,1
1879,17
102956,40
116629,23
11597,51
86267,34
65432,25
72110,44
68599,32
76278,72
162250,10
148661,20
61932,0
123230,5
93770,71
13668,70
151703,30
156553,50
51373,42
82456,15
139553,49
86256,33
115454,13
1768,0
115968,28
82173,16
165463,21
155939,58
25267,9
78108,2
1423,0
148383,21
62125,0
23615,0
115704,26
41436,0
155530,0
159510,0
61654,0
65957,31
2532,18
84840,26
25857,7
44611,3
27071,27
60812,1
10605,57
76417,30
48168,36
17055,12
104756,49
30665,43
150790,29
3656,0
107847,0
70315,35
146568,10
65009,23
94064,0
101814,35
169742,43
76532,75
16707,23
16339,58
59280,0
158384,0
154039,32
74400,55
89828,47
92792,64
68958,35
133449,25
47433,25
80708,6
34715,53
170178,0
122831,51
90176,49
64267,16
87678,33
17369,39
151318,21
169335,36
74487,0
88994,37
114775,16
74393,1
138844,35
120391,34
55359,0
104473,33
82794,19
70473,43
58586,1
94514,0
85756,33
39831,0
6091,22
34544,54
108629,0
110334,0
26976,35
3946,4
122799,49
131660,17
82788,26
130412,11
39938,0
133158,27
101740,38
85129,31
161169,0
163096,20
48035,36
30759,47
172666,0
57111,15
22351,0
49066,32
136558,38
25504,8
166596,55
84734,28
3198,12
147005,6
131849,18
141647,52
114290,11
94741,0
135525,27
94537,0
91285,0
125016,0
13215,47
143045,76
76332,71
6197,11
51099,36
118010,27
7255,29
174351,69
30023,42
38240,72
19964,83
132153,34
151654,22
144691,0
22117,4
57521,4
61107,0
169990,0
10700,61
24863,0
29061,39
14117,58
155965,50
117413,21
120692,41
153632,40
548,5
41037,0
149234,20
31240,65
54568,52
109855,0
156864,0
33110,39
109923,25
109099,2
129442,0
124952,2
84660,33
3142,15
172849,51
84272,36
32184,50
30683,51
152384,39
77739,0
130703,6
157474,0
10000,49
155981,45
70810,42
74661,0
140343,48
159255,0
110434,0
142389,64
112342,0
131158,8
130072,6
94236,0
65069,26
75581,5
44411,7
56512,58
99470,21
116980,30
133587,24
23379,0
128314,0
7832,39
70866,49
167357,26
5979,14
79243,0
25397,9
103933,35
3099,18
83914,32
55821,0
25260,8
117300,22
147295,10
144696,0
122749,45
165372,30
95496,1
107546,59
197,0
140203,0
39546,4
163380,14
55457,1
125577,57
108630,61
105970,43
130818,12
70232,50
131257,6
10474,71
80678,1
168375,31
40637,0
13826,50
54076,52
124948,1
98851,17
96540,0
174223,0
54573,9
91124,53
28003,40
138528,36
14043,49
113934,13
47985,40
16275,69
49244,39
33852,47
83449,24
67721,39
10306,58
92773,11
13656,55
163757,20
4523,1
114222,16
117763,28
142322,1
16028,60
115222,21
63783,25
152863,43
139414,46
145494,0
11147,59
122460,38
171787,47
152807,30
108769,9
143469,0
39598,2
117765,23
2964,9
151884,26
19341,18
72434,61
57496,67
159695,0
129119,0
28001,39
162352,5
166081,21
108772,58
23132,3
65893,0
165137,19
9358,52
105453,45
170255,52
8547,48
72068,55
123282,3
72742,59
96739,0
97767,14
8815,44
13619,52
127317,0
68558,47
67729,35
3676,30
35628,54
58597,1
33400,56
119716,26
89336,38
38683,19
168363,31
38814,72
133478,20
145112,0
84608,29
107976,50
116122,29
122340,38
77560,0
103868,30
89206,51
148431,17
112971,1
135274,26
70535,35
115270,18
87370,37
149469,27
8599,43
103897,37
79898,0
25327,13
166093,26
77891,0
72464,46
42897,1
93002,64
93545,10
11145,53
86196,38
56122,67
37007,0
141710,0
964,1
146526,7
90996,51
104746,36
13445,48
70477,41
121112,39
124940,0
86572,35
66866,34
158416,0
32614,45
85508,41
24706,0
64821,18
90208,48
54989,0
28847,35
156663,52
79256,0
148240,26
153264,32
64608,15
160587,0
3354,6
21350,0
26882,29
154289,36
35994,53
83858,29
172768,0
128818,0
138817,36
32709,55
93588,72
105898,39
63092,0
170112,0
73628,58
134752,31
129172,0
140101,48
140163,0
44287,5
93502,74
92450,64
140102,0
128284,0
65634,39
112018,0
163142,13
54769,55
117002,26
42934,6
65685,26
170715,42
172937,65
158917,0
31273,42
14035,61
170642,46
6409,17
29675,43
92987,0
22932,0
103877,43
57249,6
120547,33
167524,26
50596,59
107557,2
103594,33
56506,62
93212,63
64062,25
146492,11
101893,26
158250,0
78158,0
2540,17
101227,23
101328,27
39947,0
9025,52
4151,0
170719,44
140757,0
97291,0
114844,11
16419,66
68853,33
103202,35
33869,46
153362,40
110339,1
15728,62
148952,34
28292,30
13816,51
130690,13
93031,0
93016,61
91616,58
57985,17
923,3
58209,16
153261,39
62401,0
46112,26
162945,12
59861,0
108396,53
119543,30
74031,0
75092,56
47714,35
36642,59
115547,24
24692,0
153983,48
113090,0
111952,0
112845,0
78480,0
83680,23
153834,36
113749,11
136115,29
1837,0
143675,0
114246,14
88162,37
40801,0
134713,22
154037,36
149473,28
14285,69
90733,57
111075,0
27345,33
32690,52
108351,0
167509,29
65372,28
29693,50
109188,56
124874,0
59705,3
109118,53
33659,53
56140,66
41082,0
49087,45
113296,0
32842,50
121375,36
72469,44
57138,62
13645,59
123783,1
14211,51
87423,33
43825,0
164025,23
83627,31
20244,0
32623,52
141991,59
133551,27
19179,25
66052,28
60017,0
112059,0
115116,17
141660,0
168250,34
39773,0
63619,9
108103,0
60827,0
140851,2
121056,31
154138,42
158533,73
52283,52
2717,2
104974,37
171206,47
101571,27
161717,9
201,4
3341,12
14280,68
153945,35
140185,0
68202,38
101909,27
158162,1
165695,28
7198,29
164390,26
120235,37
166445,28
77743,0
167029,21
127629,0
116857,27
124231,58
45121,10
46384,23
1040,2
24385,0
131260,15
108392,51
146002,6
35883,23
121795,47
117619,27
174032,9
62362,0
135595,29
53813,42
50311,35
115506,25
113854,8
66835,29
151710,24
145434,0
165956,24
157769,64
134068,27
116624,27
134159,34
33763,50
8236,35
89344,45
51323,44
116083,26
14882,63
113511,4
140534,0
59543,0
21613,0
4088,9
19066,82
131600,18
34666,48
49520,41
17394,68
162249,5
173804,0
64298,24
154543,37
30233,38
101162,29
76138,75
7584,45
18533,14
143178,0
55583,0
47872,38
160642,0
171435,45
107622,52
18956,73
5396,3
168546,29
104422,41
166275,28
40598,0
17346,65
11630,49
1134,7
7321,50
124201,54
59948,0
63551,6
123118,0
126529,71
97454,4
5832,15
96822,1
53723,61
126596,15
12700,71
101977,25
17537,11
155230,40
2987,9
174179,68
145183,0
143288,0
164075,23
129590,0
46856,31
18301,32
46301,24
112368,0
78094,0
72869,0
4613,0
121002,41
56027,0
118009,24
92821,3
28246,41
143334,0
80247,0
105813,40
127915,0
101650,33
142481,59
72308,48
119065,24
27775,34
54884,54
119395,32
22589,10
97865,14
95233,0
116706,23
80079,0
34619,47
12492,69
144592,0
96702,0
6996,24
173998,18
48915,44
38475,12
98744,26
87417,39
85499,32
7969,43
51375,35
54411,10
8919,60
93310,64
150016,23
117655,32
46118,26
136818,39
152091,36
35303,48
102803,34
7438,32
28719,2
11322,60
61697,0
50538,44
117224,26
67486,28
29502,52
150542,27
24407,1
6799,24
46641,18
152307,27
150674,22
14080,70
4865,56
90309,43
77730,0
95274,0
100226,26
25417,7
86307,31
101761,33
120033,28
66868,38
42234,0
49471,43
150901,20
65362,33
117514,43
159377,1
5851,7
127879,0
105904,38
51438,34
43494,0
135212,29
164293,18
92924,61
92402,56
79251,0
136849,30
111598,0
161753,5
58588,0
16075,37
90219,41
117812,26
21675,0
140233,0
107684,0
93410,79
30855,44
169879,37
9035,44
154683,45
58441,21
168269,38
49688,39
76170,69
26252,19
91435,0
138471,41
62761,0
70616,51
72724,59
152746,24
115885,20
12577,62
148700,27
77308,0
127742,0
87068,32
125233,58
136526,34
117429,32
127082,0
117,0
95061,0
155945,52
3786,14
157585,61
133317,26
160378,0
128813,2
164777,33
23001,0
62666,0
8693,60
74705,0
23192,0
143819,0
106506,43
73428,2
80465,1
115183,13
41796,0
97961,12
51653,39
8606,49
60419,1
52886,50
104621,35
27323,30
167306,32
57612,62
60031,0
119017,25
69137,36
158648,9
15888,76
86048,31
138033,47
127223,0
53369,52
168960,35
106876,45
14607,52
43496,1
111913,1
144567,0
20764,0
145967,8
141252,0
23869,0
69365,36
157115,51
122259,39
53127,46
108355,1
111454,0
85605,27
32407,46
120000,50
92642,60
158180,0
149788,20
168514,30
18634,67
4715,14
45539,21
165765,21
57837,4
16103,0
15463,71
94630,0
132745,22
141217,58
67437,26
77517,0
58178,75
121093,40
96119,2
158565,72
79565,0
129472,0
150433,50
141423,51
14685,65
168316,25
166850,30
150497,20
119923,35
124174,0
122881,46
41317,0
118434,26
44271,6
63500,10
149306,26
1941,3
113128,0
39429,4
141421,51
109145,0
135211,25
110015,15
84154,34
60202,0
138810,43
18814,67
110201,5
25878,6
82968,25
109798,73
129336,0
87352,36
118289,23
151900,37
123391,0
69992,35
138796,37
163968,24
15509,61
146332,9
128693,0
145020,0
94139,1
138034,52
45754,26
82575,23
166040,50
71115,42
43736,0
65174,29
169564,31
168393,34
65810,30
78853,0
143329,0
131556,19
101789,40
134849,33
57747,13
21705,0
168849,34
85773,31
54629,0
82661,22
4255,0
157078,0
110066,74
88449,42
159278,0
110741,0
150310,30
121981,43
125628,3
105421,46
152984,44
173701,68
69924,38
111147,0
5289,20
90320,43
36789,5
79879,0
34426,52
64939,22
50725,36
68482,34
76309,7
130207,6
138412,36
50339,38
75322,67
155895,0
99765,27
28963,45
145719,0
46867,28
20551,0
48860,37
84800,28
74017,0
86607,31
355,0
144681,0
62703,3
10958,55
120008,28
41805,3
24898,0
84131,36
145813,0
43268,1
172968,1
131033,10
101384,28
13283,69
64113,21
114651,12
42036,0
110303,0
168787,33
68846,38
88675,43
151028,27
135585,33
120064,31
30098,38
98990,16
14814,57
137869,35
19384,75
168464,38
101638,25
63498,10
87442,33
40678,11
84379,33
35365,7
130033,4
168395,29
116822,40
15858,58
37647,5
24159,3
111087,0
34771,51
76292,69
159824,0
147376,17
33278,39
142334,0
66460,30
51930,44
60508,1
22302,2
156090,0
129429,0
32973,43
75317,3
133936,22
122275,39
171262,45
143948,0
33735,56
39890,0
23710,0
28355,41
138223,35
132882,29
49643,40
94708,0
104283,37
151855,25
15761,69
37395,0
143892,0
109362,59
84255,47
75575,5
11959,69
5955,16
150631,28
20807,0
79647,0
121575,42
65544,28
17049,5
121905,49
94698,0
118592,32
30732,48
154985,40
9882,69
64633,27
39402,79
59197,0
163479,17
18842,67
90446,55
171594,0
150170,28
123052,39
128661,0
173844,1
81479,13
22682,0
1449,0
60383,0
3451,0
38266,72
28178,34
33092,56
62243,0
6342,21
39628,0
54204,50
64356,27
105517,41
109069,0
107783,0
147924,20
114736,15
36952,58
172052,0
46203,23
56484,73
32516,41
3658,0
97954,14
110819,0
79927,0
81918,17
36950,62
7932,43
78603,0
120206,34
107324,52
71454,44
101397,36
50487,51
168690,41
69216,32
129245,0
45459,18
134688,24
21915,0
11062,83
96513,0
154009,38
23325,0
38902,82
107613,0
117022,23
42211,0
69534,37
154541,37
148417,21
86355,28
84461,31
76344,70
41754,0
61342,0
17245,17
70694,39
128115,0
140268,47
163572,20
149975,33
96668,0
15978,65
11864,72
27456,24
32524,38
16503,33
56726,64
132418,25
81302,20
1059,0
43075,0
63848,12
115707,28
29609,44
82058,18
40272,0
141538,0
40352,0
73407,52
136372,32
148797,21
118787,24
77738,0
168126,41
26680,20
100925,35
118808,27
127869,0
132088,34
123170,0
163057,10
23768,0
53460,60
14657,52
156265,44
39039,25
81420,11
28306,40
118782,27
6232,12
132834,28
72334,48
136271,33
54718,65
28726,50
134695,32
72496,53
80189,0
121805,40
132252,18
1057,0
91632,56
2207,0
39878,0
151977,22
113105,0
40386,0
136826,36
164059,20
126553,73
38150,66
65499,27
161314,4
172130,0
10670,65
1684,0
17858,66
38631,13
97809,13
154654,36
95390,0
57317,4
80721,5
111964,0
160845,0
130102,4
12272,71
89341,44
159352,0
162323,10
1248,1
99954,23
39814,0
87413,32
66264,27
2264,34
155139,0
102588,31
100413,30
118401,27
56208,55
114722,15
96594,0
146586,10
16929,19
43355,0
96612,0
38093,15
130166,10
116927,27
110550,0
157300,0
64191,21
72139,41
98740,23
83867,28
111981,0
71722,49
122739,49
65141,24
31206,42
99202,24
33789,52
110934,0
132612,22
15236,66
125690,0
5223,3
96968,0
63141,0
173606,0
140917,0
124,0
125115,53
148030,23
163775,26
139659,51
30626,49
116858,25
69667,47
57884,78
67102,32
165164,25
69338,41
92037,0
16574,63
44792,0
97800,14
21368,0
126585,71
11746,52
156236,0
157386,0
59794,0
929,3
72134,47
78237,3
86847,36
172191,57
14370,58
98648,14
6000,11
146416,13
170533,41
67697,41
128535,0
124718,0
36577,8
128502,0
74785,0
46090,23
80015,0
170243,58
109371,0
125996,0
74562,59
121022,44
32018,45
165027,41
145080,0
23588,0
139406,37
73350,2
129235,1
95488,0
78835,1
80628,0
151880,51
32859,41
18147,12
91098,57
108770,62
92616,65
168149,25
26423,18
167324,31
704,0
173555,61
1543,9
42867,2
168827,44
126066,0
95754,0
47023,34
92709,0
34514,48
96140,1
119698,47
138855,42
53701,46
36511,7
97563,7
51147,39
123849,1
35698,53
171455,53
20017,0
160583,0
158414,0
38842,74
154432,55
81614,19
58469,10
59897,0
101252,29
146852,21
12572,54
148034,21
42009,0
75203,0
82613,23
119040,34
54561,9
60573,1
174173,74
23976,0
117361,21
109866,67
85759,32
29451,39
80774,6
83448,40
92322,67
88679,44
68356,33
48583,56
35318,52
8978,51
165322,24
75373,4
158880,0
121644,39
47316,36
29071,37
127468,0
1277,11
146380,7
73552,57
25214,10
62277,0
141957,56
108648,54
85147,40
59063,0
123909,58
114927,11
129809,0
106981,0
70578,44
21692,0
123813,3
16703,31
28346,46
104088,29
146914,13
110841,0
37226,66
18275,47
173588,0
13387,52
157380,0
119335,39
68693,37
149918,43
1199,6
85106,29
17278,77
138336,40
111960,1
112112,0
85674,32
81512,22
85972,36
113322,0
147945,14
166336,28
139964,0
120691,33
36083,74
91449,3
32869,57
18503,16
136520,31
6662,61
58255,42
25671,9
138901,40
139451,57
65409,21
161136,0
113279,0
101288,36
154838,48
150174,22
135907,23
54067,50
150578,23
72252,44
86976,28
159555,0
8966,52
79798,4
134029,27
14311,58
59011,0
150715,39
102238,38
59896,0
17819,3
118512,33
173950,1
111476,0
6188,12
98581,14
150050,29
116742,29
53433,41
134640,22
7962,35
25788,7
161488,8
167424,26
139536,0
58589,1
109064,55
72615,0
162389,8
136523,31
18650,65
56579,0
127996,0
31392,42
93701,22
151413,23
117986,24
22619,0
157798,0
36554,63
64561,15
116283,25
22480,0
139358,45
38180,63
18622,75
124526,12
90458,60
8875,64
92900,63
94434,0
167740,31
130880,9
104670,33
77639,0
70907,41
108133,1
13747,55
167343,23
55981,6
120057,35
35227,58
45339,11
50142,37
136141,27
104996,34
47876,37
84411,33
152918,41
63790,17
62145,0
634,0
102866,31
52718,45
57346,70
15514,63
68194,48
94716,0
51288,40
109595,2
161082,0
71291,43
2271,31
52854,62
119700,28
150710,26
149543,31
110166,0
20441,2
134002,22
136881,40
9284,68
100100,27
170381,60
25366,11
54341,11
91603,0
107859,0
68612,39
152568,35
121109,42
37000,59
43080,0
156416,48
143352,0
5625,2
57417,23
14460,54
88516,36
86942,29
147484,18
20847,0
109335,0
122136,35
57406,65
28550,50
149489,25
76476,81
122940,43
31799,44
85025,26
107132,4
129721,0
140054,0
5556,6
56290,57
73918,68
111343,0
70798,40
144783,0
92208,59
48184,41
80053,0
9410,50
59018,0
157104,0
64677,19
103614,33
105645,50
121904,37
151752,23
162747,12
94130,1
146053,6
46383,21
128134,0
35614,55
6528,21
105785,51
63357,7
108918,52
130055,3
170770,41
117070,32
130817,8
100439,28
25167,12
70082,34
100881,32
171599,50
150001,20
28627,0
145648,0
23552,0
81016,6
65284,30
118072,22
67003,32
130379,10
27571,34
135195,22
85964,39
114684,11
159448,0
74219,0
57770,65
113270,0
109193,3
100506,21
139685,51
151897,34
61069,0
138437,46
93578,68
65918,34
81582,15
40383,0
82749,21
14004,67
92985,0
68805,38
41890,0
54242,45
162592,18
16039,6
21081,0
97452,4
66229,28
165942,24
125523,58
51448,45
22364,0
159363,0
67457,33
74856,57
132924,28
2167,0
125488,0
142430,0
61379,0
11914,55
134201,23
121349,36
100310,26
115997,21
64293,25
160609,1
35089,52
141489,62
170568,43
112397,0
90959,0
19881,32
78821,0
123710,48
50162,43
74058,62
128740,0
10585,58
119161,27
120593,33
121220,32
165614,26
81492,16
89740,49
145684,0
25983,18
172905,65
174059,73
139428,40
132890,29
16815,61
128974,0
71169,54
46153,22
104827,34
128763,0
171507,44
73245,0
43924,0
129765,0
97109,0
82229,18
135985,23
106857,50
169593,37
57826,72
11067,79
75942,70
86947,54
157884,0
121732,41
47430,24
154391,50
16572,65
120543,43
140856,49
167164,34
56699,2
127377,0
136510,37
30471,41
11661,59
160812,0
99710,27
31550,41
79342,0
93112,63
171891,0
25195,7
100824,24
44862,17
147031,10
74429,0
32500,38
24661,0
159640,0
89697,44
99323,21
73672,60
142213,56
154815,0
67549,35
92577,0
63723,24
167612,29
27263,31
16678,74
154121,36
92266,55
164588,21
147255,15
84702,31
150533,28
166078,22
157525,58
7195,35
55662,58
25749,12
99348,26
151912,22
4946,17
162200,7
46312,24
109451,0
4654,0
32615,60
41301,0
116991,26
142520,5
9789,49
416,0
36226,67
117842,31
16429,59
140369,47
171357,0
31125,44
99724,32
51643,38
140796,65
95845,0
69529,31
35479,4
69866,38
108253,2
108642,54
117636,29
121893,44
30391,41
3057,0
118392,29
125203,60
115940,19
97208,4
3430,0
36170,7
78112,0
23223,0
39151,23
115476,20
82353,19
100691,28
20381,0
78078,1
26363,17
90833,3
88282,38
47861,37
23292,0
112601,0
64268,19
19078,80
66791,33
24382,1
163587,16
96380,0
158874,2
88506,40
32847,52
8443,38
37174,57
37561,0
19869,30
164435,19
78810,0
33639,44
67317,31
38091,5
41836,0
145759,6
156188,0
19286,78
76465,23
150314,20
122139,40
135041,25
170934,42
119327,29
65151,32
160885,3
131485,19
67252,35
85599,33
124924,0
101957,25
164164,20
91347,0
156234,0
14159,54
48801,45
35843,0
146753,11
97050,0
116649,25
114898,18
66644,33
139700,0
118322,30
2343,3
8509,52
43970,0
20362,2
148775,32
160762,0
94833,0
108622,51
144555,0
168062,33
163023,16
169875,64
47120,30
12035,61
55831,0
157191,56
43648,0
74905,0
66402,32
149338,23
143100,1
76841,1
97290,0
158464,0
22461,0
86151,34
141038,0
145610,0
8428,38
18115,25
10507,66
57409,6
100090,27
137550,34
66506,35
131261,9
171197,0
73001,47
100780,29
45772,25
52966,46
49182,35
145968,4
138168,48
3870,17
84297,32
5090,26
40481,0
5980,12
119624,44
44856,9
147344,19
73248,51
142362,0
147766,16
165240,23
104075,29
160849,0
53177,44
128274,0
125092,0
10274,67
108674,51
143406,0
49514,36
8581,42
121654,43
82320,19
69834,42
116241,21
161730,7
33608,46
157208,7
138696,49
67373,34
4113,9
50173,39
93563,3
120037,28
64319,19
72181,43
28043,35
156891,47
41258,0
15496,72
56241,2
12789,52
108552,58
169261,33
4788,4
112813,0
95015,0
97411,8
79115,4
154941,33
49668,44
66990,36
100549,31
69709,44
157207,51
55543,0
78940,1
58135,22
154920,34
16808,11
15045,53
38063,8
158430,0
12290,61
71563,49
96616,0
36475,8
121460,49
100241,29
130080,5
114555,12
64581,15
87315,40
108993,0
169498,34
31381,43
31484,38
151275,26
97512,5
128635,0
163252,22
66347,33
91289,0
156061,45
169577,36
23751,0
116159,21
142726,0
21295,0
168726,39
163760,21
126902,0
69009,36
162748,16
82400,25
106671,1
71166,39
81045,7
34538,54
158374,0
130022,6
1576,2
108372,54
49447,61
82241,15
116836,28
48074,44
106016,38
136820,49
163028,15
158306,0
163565,19
13537,54
121203,33
117979,25
20669,1
